b_evidence_id	source_a_evidence_id	b_edge_ids	source_kind	source_locator	support_kind	species_support	source_scope	confidence_tier	citation_note	evidence_summary	limitations	evidence_layer	exportable	consolidation_note
M22B-EVID-000001	M22A-EVIDENCE-0001	M22B-E000431	reviewed_direct_target	PMID:16718380;PMCID:PMC2441693;DOI:10.1007/s11010-006-9137-3	review_statement	mouse	direct_edge		M22A-HANDOFF-000333;M22A-HANDOFF-000368;M22A-HANDOFF-000382;M22A-HANDOFF-001282;M22A-HANDOFF-001296;M22A-HANDOFF-001297;M22A-HANDOFF-001299;M22A-HANDOFF-001301;M22A-HANDOFF-001312;M22A-HANDOFF-001314;M22A-HANDOFF-001360			ligand_receptor_or_direct_molecular	true	A-layer evidence retained without directness promotion.
M22B-EVID-000002	M22A-EVIDENCE-0002	M22B-E000434	reviewed_program_association	PMID:20456019;PMID:21779366	review_statement	mouse;rat	contextual_support		M22A-HANDOFF-000368;M22A-HANDOFF-001360			downstream_or_functional	true	A-layer evidence retained without directness promotion.
M22B-EVID-000003	M22A-EVIDENCE-0003	M22B-E000429	reviewed_regulatory_support	PMID:28811323	review_statement	mouse	contextual_support		M22A-HANDOFF-001296			downstream_or_functional	true	A-layer evidence retained without directness promotion.
M22B-EVID-000004	M22A-EVIDENCE-0004	M22B-E000441	reviewed_program_association	PMID:28878115;PMID:26413419;PMCID:PMC4580079	review_statement	mouse;human	contextual_support		M22A-HANDOFF-001297			downstream_or_functional	true	A-layer evidence retained without directness promotion.
M22B-EVID-000005	M22A-EVIDENCE-0005	M22B-E000416	reviewed_regulatory_support	PMID:17994025;DOI:10.1038/ni1537	review_statement	mouse	contextual_support		M22A-HANDOFF-001299			downstream_or_functional	true	A-layer evidence retained without directness promotion.
M22B-EVID-000006	M22A-EVIDENCE-0006	M22B-E000449	primary_research	PMID:9129017;https://pubmed.ncbi.nlm.nih.gov/9129017/	validated_direct_target	human; mouse	bounded_primary_search	high	Matsumoto et al., Blood 1997; direct CISH/CIS promoter and STAT5 feedback evidence.	IL-2, IL-3, and EPO induce CISH/CIS in hematopoietic systems; four upstream MGF/STAT5 sites are required for EPO-dependent promoter activity; STAT5 plus EPO receptor reconstitutes EPO-dependent CISH promoter activation in HEK293 cells.	Promoter/reconstitution evidence is strongest for EPO/STAT5 and induction also includes IL-2/IL-3. The paper does not establish IL-5, IL-7, IL-9, IL-15, or SCI receiver-cell receptor-specific induction.	ligand_receptor_or_direct_molecular	true	Validated from the primary PubMed record after external retrieval; direct STAT5-to-CISH target edge retained with cytokine and comparator-cell boundaries.
M22B-EVID-000007	M22A-EVIDENCE-0007	M22B-E000448	primary_research	PMCID:PMC1171226;PMID:10064602;DOI:10.1093/emboj/18.5.1367;https://pmc.ncbi.nlm.nih.gov/articles/PMC1171226/	validated_direct_target	human	bounded_primary_search	high	Matsumura et al., EMBO Journal 1999; STAT5-dependent cyclin D1 promoter and hematopoietic growth evidence.	Dominant-negative STAT5 reduces IL-3-dependent growth and cyclin D1 mRNA; STAT5A transactivates the cyclin D1 promoter through a -481 bp STAT element; EMSA shows STAT5 binding; cyclin D1 rescues the growth defect.	IL-3-dependent human hematopoietic comparator and NIH 3T3 reporter systems; no generalization to other cytokines or SCI receiver cells.	ligand_receptor_or_direct_molecular	true	Validated from PMCID full text after external retrieval; direct promoter binding and separate growth output retained as distinct layers.
M22B-EVID-000008	M22A-EVIDENCE-0008	M22B-E000446	primary_research	PMCID:PMC2991082;PMID:20644163;DOI:10.4049/jimmunol.1000842;https://pmc.ncbi.nlm.nih.gov/articles/PMC2991082/	validated_downstream_function	mouse	bounded_primary_search	high	Kabat et al., Journal of Immunology 2011; IL-7/IL-15, STAT5, and Bcl-2 maintenance in effector CD8 T cells.	Conditional STAT5 loss reduces Bcl-2 in LCMV effector CD8 T cells; IL-7 and IL-15 induce Bcl-2 in primary cells and this induction is impaired after STAT5 deletion; short-term Bcl2 mRNA induction is compatible with a rapid response.	The paper explicitly discusses direct versus indirect STAT5 control as controversial and does not provide native-chromatin STAT5 occupancy at Bcl2 in this study; lymphocyte-specific context.	downstream_or_functional	true	Validated from PMCID full text after external retrieval; promote downstream STAT5-dependent Bcl-2 function only, not a direct occupancy edge.
M22B-EVID-000009	M22A-EVIDENCE-0009	M22B-E000460	primary_research	PMID:12215441;DOI:10.1074/jbc.M205873200;https://doi.org/10.1074/jbc.M205873200	validated_direct_target	mouse	bounded_primary_search	high	Welsh et al., Journal of Biological Chemistry 2002; STAT6-dependent Ym1/Chil3 promoter evidence in macrophages.	IL-4 induces Ym1/Chil3 through STAT6; promoter elements, reporter assays, site mutation, and DNA-binding experiments support direct STAT6 regulatory input, with STAT6-dependent induction in macrophage and allergic-challenge models.	Evidence is strongest for IL-4-treated mouse macrophages; receptor-complex-specific and IL-13-specific effects in SCI receiver cells are not established.	ligand_receptor_or_direct_molecular	true	Validated from primary publisher/PubMed retrieval after external retrieval; direct STAT6-to-Chil3 target retained with IL-4/macrophage boundaries.
M22B-EVID-000010	M22A-EVIDENCE-0010	M22B-E000459	primary_research	PMCID:PMC1904486;PMID:16814729;DOI:10.1016/j.cmet.2006.05.011;https://pmc.ncbi.nlm.nih.gov/articles/PMC1904486/	validated_direct_target	mouse	bounded_primary_search	high	Vats et al., Cell Metabolism 2006; STAT6/PGC-1β coactivation at the Arg1 promoter and macrophage functional outputs.	IL-4 induces PGC-1β in a STAT6-dependent manner; STAT6 and PGC-1β are corecruited to the Arg1 enhancer; STAT6-site mutation abolishes reporter activation; PGC-1β perturbation changes arginase and inflammatory-cytokine outputs.	Direct/co-regulatory Arg1 promoter evidence is IL-4/macrophage-specific and depends on PGC-1β; no universal STAT6 or direct IL-13 receptor-complex claim is established.	ligand_receptor_or_direct_molecular	true	Validated from PMCID full text after external retrieval; direct/co-regulatory STAT6-to-Arg1 edge retained separately from PGC-1β and functional outputs.
