b_promotion_id	discovery_id	b_edge_id	b_evidence_id	disposition	promotion_status	supported_layer	review_locator	review_cited_primary	primary_title	primary_locator	primary_validation_summary	boundary_notes	provenance_scope
M21B-PROMO-20260906-TBXA2R-G12-G13	M21B-DISC-3885	M21B-E003993	M21B-EVID-003936	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway;downstream_or_functional	PMCID:PMC2882156, Thromboxane and the thromboxane receptor in cardiovascular disease; PMCID:PMC3218643, Signalling mechanisms of RhoGTPase regulation by G12/G13	PMID:8290554	G proteins of the G12 family are activated via thromboxane A2 and thrombin receptors in human platelets; Rules and mechanisms governing G protein coupling selectivity of GPCRs; The Gq and G12 families of heterotrimeric G proteins report functional selectivity	PMID:8290554; PMCID:PMC42977; PMID:37742189; PMCID:PMC10842385; PMID:18952767; PMCID:PMC2685064	Primary studies support agonist-dependent TPalpha coupling to G12/G13 in human platelet membranes and heterologous receptor/G-protein reporter systems, with ligand-dependent selectivity.	Preserve TPalpha isoform, agonist/ligand and human platelet or heterologous reporter context; G13 preference is not universal or equivalent to independent G12/G13 proof; no SCI/terminal-TF inference.	local_21B_registers_only; no_database_write
M21B-PROMO-20260906-AGTR1-G12-G13	M21B-DISC-3886	M21B-E003994	M21B-EVID-003937	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway;downstream_or_functional	PMCID:PMC7112676, Type 1 angiotensin receptor pharmacology: Signaling beyond G proteins	PMID:7622477	Illuminating G-Protein-Coupling Selectivity of GPCRs	PMID:31160049; PMCID:PMC6773469	Quantitative receptor/G-protein profiling and RhoA validation support AGTR1 activation of G12/G13 in tested human heterologous systems.	Preserve AT1, AngII and heterologous G12/G13 context; aggregate family coupling does not imply equal G12/G13 activation or universal physiology; no SCI/terminal-TF inference.	local_21B_registers_only; no_database_write
M21B-PROMO-20260906-CNR1-G12-G13	M21B-DISC-3887	M21B-E003995	M21B-EVID-003938	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway;downstream_or_functional	PMCID:PMC7404216, Targeting Cannabinoid Receptors: Current Status and Prospects of Natural Products	PMID:8768742	Illuminating G-Protein-Coupling Selectivity of GPCRs	PMID:31160049; PMCID:PMC6773469	Quantitative receptor/G-protein profiling and RhoA validation support CNR1 activation of G12/G13 in tested human heterologous systems.	Preserve CB1/CNR1, cannabinoid agonist and heterologous G12/G13 context; aggregate family coupling is additional to established Gi/o and arrestin evidence; no SCI/terminal-TF inference.	local_21B_registers_only; no_database_write
M21B-PROMO-20260906-EDNRA-G12-G13	M21B-DISC-3888	M21B-E003996	M21B-EVID-003939	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway;downstream_or_functional	PMCID:PMC4322923, Endothelin and endothelial dysfunction review	PMID:8336519	Illuminating G-Protein-Coupling Selectivity of GPCRs	PMID:31160049; PMCID:PMC6773469	Quantitative receptor/G-protein profiling and RhoA validation support EDNRA activation of G12/G13 in tested human heterologous systems.	Preserve ETA/EDNRA, endothelin ligand and heterologous G12/G13 context; aggregate family coupling does not replace established Gq signaling or imply vascular/SCI physiology; no SCI/terminal-TF inference.	local_21B_registers_only; no_database_write
M21B-PROMO-20260906-F2RL2-G12-G13	M21B-DISC-3889	M21B-E003997	M21B-EVID-003940	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway;downstream_or_functional	PMCID:PMC7845062, Protease-activated receptors: An illustrated review	PMID:9087410	Illuminating G-Protein-Coupling Selectivity of GPCRs	PMID:31160049; PMCID:PMC6773469	Quantitative receptor/G-protein profiling and RhoA validation support F2RL2 activation of G12/G13 in tested human heterologous systems.	Preserve PAR3/F2RL2 and protease-activated receptor context; aggregate family coupling is assay-bounded and does not assign a specific endogenous protease or equal G12/G13 activation; no SCI/terminal-TF inference.	local_21B_registers_only; no_database_write
M21B-PROMO-20260906-PTGER1-G12-G13	M21B-DISC-3890	M21B-E003998	M21B-EVID-003941	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway;downstream_or_functional	PMCID:PMC7991060, A Review of Prostanoid Receptors: Expression, Characterization, Regulation, and Mechanism of Action	PMID:7690750; PMID:7766667	Illuminating G-Protein-Coupling Selectivity of GPCRs	PMID:31160049; PMCID:PMC6773469	Quantitative receptor/G-protein profiling and RhoA validation support PTGER1 activation of G12/G13 in tested human heterologous systems.	Preserve EP1/PTGER1, prostaglandin ligand and heterologous G12/G13 context; aggregate family coupling does not replace established EP1 signaling or imply universal physiology; no SCI/terminal-TF inference.	local_21B_registers_only; no_database_write
M21B-PROMO-20260906-PTGFR-G12-G13	M21B-DISC-3891	M21B-E003999	M21B-EVID-003942	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway;downstream_or_functional	PMCID:PMC7991060, A Review of Prostanoid Receptors: Expression, Characterization, Regulation, and Mechanism of Action	PMID:8300593; PMID:7988697	Illuminating G-Protein-Coupling Selectivity of GPCRs; Prostaglandin F2alpha and angiotensin II type 1 receptors exhibit differential cognate G protein coupling regulation	PMID:31160049; PMCID:PMC6773469; PMID:35271355; PMCID:PMC9418914	Quantitative profiling and independent BRET validation support PTGFR activation of G12/G13 in tested human heterologous systems.	Preserve FP/PTGFR, PGF2alpha and heterologous G12/G13 context; aggregate family coupling does not imply equal G12/G13 activation or universal physiology; no SCI/terminal-TF inference.	local_21B_registers_only; no_database_write
M21B-PROMO-20260906-TACR1-G12-G13	M21B-DISC-3892	M21B-E004000	M21B-EVID-003943	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway;downstream_or_functional	PMCID:PMC3929113, Tachykinins and Their Receptors: Contributions to Physiological Control and the Mechanisms of Disease	PMID:1657150	Illuminating G-Protein-Coupling Selectivity of GPCRs	PMID:31160049; PMCID:PMC6773469	Quantitative receptor/G-protein profiling and RhoA validation support TACR1 activation of G12/G13 in tested human heterologous systems.	Preserve NK1R/TACR1, substance-P and heterologous G12/G13 context; aggregate family coupling does not replace established Gq or arrestin branches or imply universal neuronal physiology; no SCI/terminal-TF inference.	local_21B_registers_only; no_database_write
M21B-PROMO-20260906-ADORA2B-G15	M21B-DISC-3880	M21B-E003988	M21B-EVID-003931	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway;downstream_or_functional	PMCID:PMC3061413, adenosine receptor nomenclature review; PMCID:PMC9005189, Common coupling map advances GPCR-G protein selectivity	PMID:1325798	Rules and mechanisms governing G protein coupling selectivity of GPCRs	PMID:37742189; PMCID:PMC10842385	Quantitative live-cell GPCR profiling identifies ADORA2B activation of G15 with PTX/YM-254890 controls.	Preserve ADORA2B, agonist and heterologous G15 context; G15 is distinct from Gq/11 and does not replace Gs or imply SCI physiology; no terminal-TF inference.	local_21B_registers_only; no_database_write
M21B-PROMO-20260906-ADORA3-G15	M21B-DISC-3881	M21B-E003989	M21B-EVID-003932	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway;downstream_or_functional	PMCID:PMC3146648, Functional selectivity of adenosine receptor ligands; PMCID:PMC9005189, Common coupling map advances GPCR-G protein selectivity	PMID:8234299	Rules and mechanisms governing G protein coupling selectivity of GPCRs	PMID:37742189; PMCID:PMC10842385	Quantitative live-cell GPCR profiling identifies ADORA3 activation of G15 with PTX/YM-254890 controls.	Preserve ADORA3, agonist and heterologous G15 context; G15 does not replace Gi/o or imply universal A3 physiology; no terminal-TF inference.	local_21B_registers_only; no_database_write
M21B-PROMO-20260906-MC3R-G15	M21B-DISC-3882	M21B-E003990	M21B-EVID-003933	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway;downstream_or_functional	PMCID:PMC5027135, POMC and melanocortin receptor review; PMCID:PMC9005189, Common coupling map advances GPCR-G protein selectivity	PMID:8172596	Rules and mechanisms governing G protein coupling selectivity of GPCRs	PMID:37742189; PMCID:PMC10842385	Quantitative live-cell MC3R profiling identifies G15 activation with PTX/YM-254890 and Ca2+ confirmation.	Preserve melanocortin agonist, MC3R and heterologous G15/Ca2+ context; retain parallel Gs and no SCI/terminal-TF inference.	local_21B_registers_only; no_database_write
M21B-PROMO-20260906-MC5R-G15	M21B-DISC-3883	M21B-E003991	M21B-EVID-003934	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway;downstream_or_functional	PMCID:PMC5027135, POMC and melanocortin receptor review; PMCID:PMC9005189, Common coupling map advances GPCR-G protein selectivity	PMID:8172596	Rules and mechanisms governing G protein coupling selectivity of GPCRs	PMID:37742189; PMCID:PMC10842385	Quantitative live-cell MC5R profiling identifies G15 activation with PTX/YM-254890 and Ca2+ confirmation.	Preserve melanocortin agonist, MC5R and heterologous G15/Ca2+ context; retain parallel Gs/Gq-family and no SCI/terminal-TF inference.	local_21B_registers_only; no_database_write
M21B-PROMO-20260906-CCK2R-G15	M21B-DISC-3884	M21B-E003992	M21B-EVID-003935	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway;downstream_or_functional	PMCID:PMC2570585, Structural basis of cholecystokinin receptor binding and regulation; PMCID:PMC9005189, Common coupling map advances GPCR-G protein selectivity	PMID:8349705; PMID:34556863	Rules and mechanisms governing G protein coupling selectivity of GPCRs	PMID:37742189; PMCID:PMC10842385	Quantitative live-cell GPCR profiling detects CCK2R activation of G15 within a multi-class profile.	Preserve CCK2R, CCK/gastrin and heterologous G15 context; retain Gq/11 and Gi/o branches and no SCI/terminal-TF inference.	local_21B_registers_only; no_database_write
M21B-PROMO-20260906-GRM1-GIO	M21B-DISC-3878	M21B-E003986	M21B-EVID-003929	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway;downstream_or_functional	PMCID:PMC8778124, Group I Metabotropic Glutamate Receptors and Interacting Partners: An Update	PMID:8513133; PMID:11929888	Rules and mechanisms governing G protein coupling selectivity of GPCRs	PMID:37742189; PMCID:PMC10842385	Quantitative glutamate-stimulated human mGluR1 Gi/o-family activation supports a bounded receptor-coupling edge, with older group-I reports as review-traced context.	Preserve GRM1 homodimer, glutamate and heterologous BRET context; aggregate Gi/o represents measured family coupling without implying equal subtype efficacy or dominant physiological signaling; no SCI or terminal-TF inference.	local_21B_registers_only; no_database_write
M21B-PROMO-20260906-GRM5-GIO	M21B-DISC-3879	M21B-E003987	M21B-EVID-003930	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway;downstream_or_functional	PMCID:PMC8778124, Group I Metabotropic Glutamate Receptors and Interacting Partners: An Update	PMID:11929888	Rules and mechanisms governing G protein coupling selectivity of GPCRs	PMID:37742189; PMCID:PMC10842385	Quantitative glutamate-stimulated human mGluR5 Gi/o-family activation and pertussis-toxin-sensitive native-neuron cAMP inhibition support a bounded receptor-coupling edge.	Preserve GRM5 homodimer, glutamate/CHPG and heterologous or striatal-neuron context; aggregate Gi/o represents measured family coupling without implying equal subtype efficacy or replacing the canonical Gq branch; no SCI or terminal-TF inference.	local_21B_registers_only; no_database_write
